Trade #,Bar Index,Type,Signal,Date/Time,Price VND,Contracts,Profit VND,Profit %,Cumulative profit VND,Cumulative profit %,Run-up VND,Run-up %,Drawdown VND,Drawdown %
1,1,Entry long,Long,2020-03-27T09:15:00+0700,631.6,1,170000,0.27,170000,17.00,340000,0.54,440000,0.70
1,12,Exit long,Close entry(s) order Long,2020-03-27T13:15:00+0700,633.3,1,170000,0.27,170000,17.00,340000,0.54,440000,0.70
2,13,Entry long,Long,2020-03-27T13:30:00+0700,630.3,1,-4440000,-7.04,-4270000,-427.00,0,0.00,4630000,7.35
2,24,Exit long,Close entry(s) order Long,2020-03-30T10:15:00+0700,585.9,1,-4440000,-7.04,-4270000,-427.00,0,0.00,4630000,7.35
3,25,Entry long,Long,2020-03-30T10:30:00+0700,586.1,1,20000,0.03,-4250000,-425.00,890000,1.52,740000,1.26
3,36,Exit long,Close entry(s) order Long,2020-03-30T14:30:00+0700,586.3,1,20000,0.03,-4250000,-425.00,890000,1.52,740000,1.26
4,37,Entry long,Long,2020-03-30T14:45:00+0700,583,1,1890000,3.24,-2360000,-236.00,1920000,3.29,0,0.00
4,48,Exit long,Close entry(s) order Long,2020-03-31T11:30:00+0700,601.9,1,1890000,3.24,-2360000,-236.00,1920000,3.29,0,0.00
5,49,Entry long,Long,2020-03-31T13:00:00+0700,592.2,1,-480000,-0.81,-2840000,-284.00,280000,0.47,3210000,5.42
5,60,Exit long,Close entry(s) order Long,2020-04-01T09:45:00+0700,587.4,1,-480000,-0.81,-2840000,-284.00,280000,0.47,3210000,5.42
6,61,Entry long,Long,2020-04-01T10:00:00+0700,591.8,1,-70000,-0.12,-2910000,-291.00,920000,1.55,1280000,2.16
6,72,Exit long,Close entry(s) order Long,2020-04-01T14:00:00+0700,591.1,1,-70000,-0.12,-2910000,-291.00,920000,1.55,1280000,2.16
7,73,Entry long,Long,2020-04-01T14:15:00+0700,596.8,1,910000,1.52,-2000000,-200.00,1500000,2.51,680000,1.14
7,84,Exit long,Close entry(s) order Long,2020-04-03T11:00:00+0700,605.9,1,910000,1.52,-2000000,-200.00,1500000,2.51,680000,1.14
8,85,Entry long,Long,2020-04-03T11:15:00+0700,605,1,3690000,6.10,1690000,169.00,4000000,6.61,150000,0.25
8,96,Exit long,Close entry(s) order Long,2020-04-06T09:15:00+0700,641.9,1,3690000,6.10,1690000,169.00,4000000,6.61,150000,0.25
9,97,Entry long,Long,2020-04-06T09:30:00+0700,641.8,1,1320000,2.06,3010000,301.00,1440000,2.24,190000,0.30
9,108,Exit long,Close entry(s) order Long,2020-04-06T13:30:00+0700,655,1,1320000,2.06,3010000,301.00,1440000,2.24,190000,0.30
10,109,Entry long,Long,2020-04-06T13:45:00+0700,654.8,1,1000000,1.53,4010000,401.00,2320000,3.54,70000,0.11
10,120,Exit long,Close entry(s) order Long,2020-04-07T10:45:00+0700,664.8,1,1000000,1.53,4010000,401.00,2320000,3.54,70000,0.11
11,121,Entry long,Long,2020-04-07T11:00:00+0700,661.7,1,20000,0.03,4030000,403.00,2030000,3.07,280000,0.42
11,132,Exit long,Close entry(s) order Long,2020-04-08T09:00:00+0700,661.9,1,20000,0.03,4030000,403.00,2030000,3.07,280000,0.42
12,133,Entry long,Long,2020-04-08T09:15:00+0700,659.5,1,30000,0.05,4060000,406.00,690000,1.05,190000,0.29
12,144,Exit long,Close entry(s) order Long,2020-04-08T13:15:00+0700,659.8,1,30000,0.05,4060000,406.00,690000,1.05,190000,0.29
13,145,Entry long,Long,2020-04-08T13:30:00+0700,659,1,2070000,3.14,6130000,613.00,2330000,3.54,10000,0.02
13,156,Exit long,Close entry(s) order Long,2020-04-09T10:15:00+0700,679.7,1,2070000,3.14,6130000,613.00,2330000,3.54,10000,0.02
14,157,Entry long,Long,2020-04-09T10:30:00+0700,680.4,1,-90000,-0.13,6040000,604.00,900000,1.32,180000,0.26
14,168,Exit long,Close entry(s) order Long,2020-04-09T14:30:00+0700,679.5,1,-90000,-0.13,6040000,604.00,900000,1.32,180000,0.26
15,169,Entry long,Long,2020-04-09T14:45:00+0700,680.2,1,260000,0.38,6300000,630.00,380000,0.56,560000,0.82
15,180,Exit long,Close entry(s) order Long,2020-04-10T11:30:00+0700,682.8,1,260000,0.38,6300000,630.00,380000,0.56,560000,0.82
16,181,Entry long,Long,2020-04-10T13:00:00+0700,683,1,-50000,-0.07,6250000,625.00,290000,0.42,1090000,1.60
16,192,Exit long,Close entry(s) order Long,2020-04-13T09:45:00+0700,682.5,1,-50000,-0.07,6250000,625.00,290000,0.42,1090000,1.60
17,193,Entry long,Long,2020-04-13T10:00:00+0700,683.9,1,350000,0.51,6600000,660.00,1250000,1.83,0,0.00
17,204,Exit long,Close entry(s) order Long,2020-04-13T14:00:00+0700,687.4,1,350000,0.51,6600000,660.00,1250000,1.83,0,0.00
18,205,Entry long,Long,2020-04-13T14:15:00+0700,686.1,1,630000,0.92,7230000,723.00,1320000,1.92,40000,0.06
18,216,Exit long,Close entry(s) order Long,2020-04-14T11:00:00+0700,692.4,1,630000,0.92,7230000,723.00,1320000,1.92,40000,0.06
19,217,Entry long,Long,2020-04-14T11:15:00+0700,690.5,1,1780000,2.58,9010000,901.00,1850000,2.68,240000,0.35
